code_product,name,expiration_date,price,description
P00639,Omeprazol,2026-03-09,5000,Inhibidor de la bomba de protones usado para tratar problemas gástricos.
P00640,Acetaminofén,2026-10-09,40000,Analgésico y antipirético usado para aliviar el dolor y reducir la fiebre.
P00641,Dolex,2026-05-19,6000,Marca comercial de acetaminofén usada para aliviar el dolor.
P00642,Simvastatina,2027-12-14,30000,Reduce el colesterol y triglicéridos.
P00643,Metformina,2027-01-27,10000,Medicamento para la diabetes tipo 2.
P00644,Omeprazol,2027-08-11,15000,Inhibidor de la bomba de protones usado para tratar problemas gástricos.
P00645,Losartán,2026-05-26,7000,Usado para tratar la presión arterial alta.
P00646,Losartán,2025-07-31,12000,Usado para tratar la presión arterial alta.
P00647,Salbutamol,2027-12-26,9000,Broncodilatador usado para tratar el asma.
P00648,Amoxicilina,2027-02-25,2500,Antibiótico usado para tratar infecciones bacterianas.
P00649,Metformina,2027-08-06,30000,Medicamento para la diabetes tipo 2.
P00650,Acetaminofén,2027-05-17,4500,Analgésico y antipirético usado para aliviar el dolor y reducir la fiebre.
P00651,Omeprazol,2026-01-13,12000,Inhibidor de la bomba de protones usado para tratar problemas gástricos.
P00652,Losartán,2027-08-27,15000,Usado para tratar la presión arterial alta.
P00653,Simvastatina,2027-06-19,4500,Reduce el colesterol y triglicéridos.
P00654,Losartán,2027-10-05,40000,Usado para tratar la presión arterial alta.
P00655,Metformina,2026-12-30,3000,Medicamento para la diabetes tipo 2.
P00656,Ibuprofeno,2027-08-17,10000,Antiinflamatorio no esteroideo para el tratamiento del dolor leve y fiebre.
P00657,Acetaminofén,2026-10-02,3000,Analgésico y antipirético usado para aliviar el dolor y reducir la fiebre.
P00658,Dolex,2027-05-09,6000,Marca comercial de acetaminofén usada para aliviar el dolor.
P00659,Omeprazol,2027-09-27,25000,Inhibidor de la bomba de protones usado para tratar problemas gástricos.
P00660,Metformina,2027-04-05,30000,Medicamento para la diabetes tipo 2.
P00661,Losartán,2027-10-29,6000,Usado para tratar la presión arterial alta.
P00662,Simvastatina,2027-07-02,9000,Reduce el colesterol y triglicéridos.
P00663,Dolex,2028-05-11,35000,Marca comercial de acetaminofén usada para aliviar el dolor.
P00664,Ibuprofeno,2028-04-08,7000,Antiinflamatorio no esteroideo para el tratamiento del dolor leve y fiebre.
P00665,Dolex,2027-05-23,20000,Marca comercial de acetaminofén usada para aliviar el dolor.
P00666,Ibuprofeno,2025-12-15,45000,Antiinflamatorio no esteroideo para el tratamiento del dolor leve y fiebre.
P00667,Losartán,2028-01-31,20000,Usado para tratar la presión arterial alta.
P00668,Omeprazol,2026-03-20,2500,Inhibidor de la bomba de protones usado para tratar problemas gástricos.
P00669,Salbutamol,2028-05-19,12000,Broncodilatador usado para tratar el asma.
P00670,Salbutamol,2027-08-22,8000,Broncodilatador usado para tratar el asma.
P00671,Metformina,2026-02-22,2500,Medicamento para la diabetes tipo 2.
P00672,Losartán,2026-06-26,18000,Usado para tratar la presión arterial alta.
P00673,Loratadina,2025-09-10,4000,Antihistamínico para tratar alergias.
P00674,Loratadina,2027-06-27,3000,Antihistamínico para tratar alergias.
P00675,Salbutamol,2027-09-02,25000,Broncodilatador usado para tratar el asma.
P00676,Simvastatina,2025-11-09,30000,Reduce el colesterol y triglicéridos.
P00677,Omeprazol,2026-01-12,3500,Inhibidor de la bomba de protones usado para tratar problemas gástricos.
P00678,Acetaminofén,2028-03-27,9000,Analgésico y antipirético usado para aliviar el dolor y reducir la fiebre.
P00679,Amoxicilina,2026-01-15,40000,Antibiótico usado para tratar infecciones bacterianas.
P00680,Loratadina,2027-05-22,3000,Antihistamínico para tratar alergias.
P00681,Losartán,2027-12-31,15000,Usado para tratar la presión arterial alta.
P00682,Metformina,2027-01-21,12000,Medicamento para la diabetes tipo 2.
P00683,Salbutamol,2025-12-10,6000,Broncodilatador usado para tratar el asma.
P00684,Omeprazol,2027-09-12,7000,Inhibidor de la bomba de protones usado para tratar problemas gástricos.
P00685,Amoxicilina,2025-12-16,3500,Antibiótico usado para tratar infecciones bacterianas.
P00686,Simvastatina,2027-06-24,30000,Reduce el colesterol y triglicéridos.
P00687,Losartán,2027-12-08,12000,Usado para tratar la presión arterial alta.
P00688,Dolex,2026-12-18,10000,Marca comercial de acetaminofén usada para aliviar el dolor.
P00689,Simvastatina,2026-03-25,18000,Reduce el colesterol y triglicéridos.
P00690,Acetaminofén,2027-12-26,10000,Analgésico y antipirético usado para aliviar el dolor y reducir la fiebre.
P00691,Salbutamol,2025-12-31,30000,Broncodilatador usado para tratar el asma.
P00692,Omeprazol,2025-08-30,12000,Inhibidor de la bomba de protones usado para tratar problemas gástricos.
P00693,Salbutamol,2026-09-09,9000,Broncodilatador usado para tratar el asma.
P00694,Losartán,2027-02-05,9000,Usado para tratar la presión arterial alta.
P00695,Simvastatina,2028-04-23,10000,Reduce el colesterol y triglicéridos.
P00696,Omeprazol,2026-05-24,3000,Inhibidor de la bomba de protones usado para tratar problemas gástricos.
P00697,Ibuprofeno,2025-11-24,12000,Antiinflamatorio no esteroideo para el tratamiento del dolor leve y fiebre.
P00698,Loratadina,2027-05-15,50000,Antihistamínico para tratar alergias.
P00699,Acetaminofén,2028-05-04,25000,Analgésico y antipirético usado para aliviar el dolor y reducir la fiebre.
P00700,Metformina,2026-03-27,4000,Medicamento para la diabetes tipo 2.
P00701,Losartán,2027-11-19,3000,Usado para tratar la presión arterial alta.
P00702,Losartán,2026-04-02,10000,Usado para tratar la presión arterial alta.
P00703,Loratadina,2026-08-27,12000,Antihistamínico para tratar alergias.
P00704,Omeprazol,2025-12-06,9000,Inhibidor de la bomba de protones usado para tratar problemas gástricos.
P00705,Loratadina,2027-12-31,35000,Antihistamínico para tratar alergias.
P00706,Omeprazol,2026-12-21,7000,Inhibidor de la bomba de protones usado para tratar problemas gástricos.
P00707,Acetaminofén,2026-12-24,4500,Analgésico y antipirético usado para aliviar el dolor y reducir la fiebre.
P00708,Ibuprofeno,2028-02-27,3000,Antiinflamatorio no esteroideo para el tratamiento del dolor leve y fiebre.
P00709,Metformina,2025-09-12,4000,Medicamento para la diabetes tipo 2.
P00710,Omeprazol,2026-11-27,18000,Inhibidor de la bomba de protones usado para tratar problemas gástricos.
P00711,Metformina,2026-11-30,4000,Medicamento para la diabetes tipo 2.
P00712,Salbutamol,2026-10-12,8000,Broncodilatador usado para tratar el asma.
P00713,Loratadina,2026-10-10,4000,Antihistamínico para tratar alergias.
P00714,Acetaminofén,2026-06-26,18000,Analgésico y antipirético usado para aliviar el dolor y reducir la fiebre.
P00715,Acetaminofén,2027-07-02,4000,Analgésico y antipirético usado para aliviar el dolor y reducir la fiebre.
P00716,Simvastatina,2026-10-22,7000,Reduce el colesterol y triglicéridos.
P00717,Amoxicilina,2028-04-19,45000,Antibiótico usado para tratar infecciones bacterianas.
P00718,Acetaminofén,2026-06-01,2500,Analgésico y antipirético usado para aliviar el dolor y reducir la fiebre.
P00719,Metformina,2028-01-27,50000,Medicamento para la diabetes tipo 2.
P00720,Loratadina,2026-03-15,45000,Antihistamínico para tratar alergias.
P00721,Simvastatina,2026-06-07,18000,Reduce el colesterol y triglicéridos.
P00722,Simvastatina,2027-11-23,25000,Reduce el colesterol y triglicéridos.
P00723,Salbutamol,2026-10-09,12000,Broncodilatador usado para tratar el asma.
P00724,Loratadina,2025-09-09,8000,Antihistamínico para tratar alergias.
P00725,Simvastatina,2027-11-29,6000,Reduce el colesterol y triglicéridos.
P00726,Loratadina,2027-08-18,8000,Antihistamínico para tratar alergias.
P00727,Simvastatina,2026-08-07,2500,Reduce el colesterol y triglicéridos.
P00728,Losartán,2028-05-24,20000,Usado para tratar la presión arterial alta.
P00729,Omeprazol,2025-10-25,12000,Inhibidor de la bomba de protones usado para tratar problemas gástricos.
P00730,Acetaminofén,2027-07-29,20000,Analgésico y antipirético usado para aliviar el dolor y reducir la fiebre.
P00731,Amoxicilina,2025-11-06,35000,Antibiótico usado para tratar infecciones bacterianas.
P00732,Losartán,2027-09-07,18000,Usado para tratar la presión arterial alta.
P00733,Acetaminofén,2026-12-13,40000,Analgésico y antipirético usado para aliviar el dolor y reducir la fiebre.
P00734,Amoxicilina,2025-12-28,7000,Antibiótico usado para tratar infecciones bacterianas.
P00735,Dolex,2026-06-12,7000,Marca comercial de acetaminofén usada para aliviar el dolor.
P00736,Salbutamol,2027-08-25,4500,Broncodilatador usado para tratar el asma.
P00737,Loratadina,2027-11-03,4000,Antihistamínico para tratar alergias.
P00738,Metformina,2025-11-19,4000,Medicamento para la diabetes tipo 2.
P00739,Simvastatina,2028-03-21,9000,Reduce el colesterol y triglicéridos.
P00740,Ibuprofeno,2026-01-29,5000,Antiinflamatorio no esteroideo para el tratamiento del dolor leve y fiebre.
P00741,Losartán,2025-09-18,25000,Usado para tratar la presión arterial alta.
P00742,Acetaminofén,2028-01-11,30000,Analgésico y antipirético usado para aliviar el dolor y reducir la fiebre.
P00743,Dolex,2027-11-29,4000,Marca comercial de acetaminofén usada para aliviar el dolor.
P00744,Salbutamol,2027-08-06,8000,Broncodilatador usado para tratar el asma.
P00745,Dolex,2027-03-28,6000,Marca comercial de acetaminofén usada para aliviar el dolor.
P00746,Losartán,2026-09-12,20000,Usado para tratar la presión arterial alta.
P00747,Dolex,2026-06-10,4500,Marca comercial de acetaminofén usada para aliviar el dolor.
P00748,Loratadina,2027-04-06,2500,Antihistamínico para tratar alergias.
P00749,Amoxicilina,2026-07-06,4000,Antibiótico usado para tratar infecciones bacterianas.
P00750,Amoxicilina,2026-04-22,30000,Antibiótico usado para tratar infecciones bacterianas.
P00751,Dolex,2028-04-21,9000,Marca comercial de acetaminofén usada para aliviar el dolor.
P00752,Ibuprofeno,2026-11-17,35000,Antiinflamatorio no esteroideo para el tratamiento del dolor leve y fiebre.
P00753,Amoxicilina,2027-10-02,20000,Antibiótico usado para tratar infecciones bacterianas.
P00754,Losartán,2027-06-09,4500,Usado para tratar la presión arterial alta.
P00755,Loratadina,2026-05-20,50000,Antihistamínico para tratar alergias.
P00756,Acetaminofén,2025-07-31,45000,Analgésico y antipirético usado para aliviar el dolor y reducir la fiebre.
P00757,Simvastatina,2027-03-29,2500,Reduce el colesterol y triglicéridos.
P00758,Simvastatina,2027-09-01,20000,Reduce el colesterol y triglicéridos.
P00759,Salbutamol,2025-11-21,18000,Broncodilatador usado para tratar el asma.
P00760,Amoxicilina,2026-12-13,35000,Antibiótico usado para tratar infecciones bacterianas.
P00761,Ibuprofeno,2025-09-24,3000,Antiinflamatorio no esteroideo para el tratamiento del dolor leve y fiebre.
P00762,Metformina,2027-02-11,50000,Medicamento para la diabetes tipo 2.
P00763,Salbutamol,2027-10-18,8000,Broncodilatador usado para tratar el asma.
P00764,Ibuprofeno,2027-01-04,12000,Antiinflamatorio no esteroideo para el tratamiento del dolor leve y fiebre.
P00765,Simvastatina,2026-10-29,10000,Reduce el colesterol y triglicéridos.
P00766,Salbutamol,2027-08-18,50000,Broncodilatador usado para tratar el asma.
P00767,Salbutamol,2028-01-29,50000,Broncodilatador usado para tratar el asma.
P00768,Dolex,2026-09-01,20000,Marca comercial de acetaminofén usada para aliviar el dolor.
P00769,Salbutamol,2027-01-29,9000,Broncodilatador usado para tratar el asma.
P00770,Ibuprofeno,2027-12-18,6000,Antiinflamatorio no esteroideo para el tratamiento del dolor leve y fiebre.
P00771,Losartán,2026-01-06,10000,Usado para tratar la presión arterial alta.
P00772,Amoxicilina,2026-08-09,50000,Antibiótico usado para tratar infecciones bacterianas.
P00773,Salbutamol,2027-11-10,3500,Broncodilatador usado para tratar el asma.
P00774,Ibuprofeno,2025-11-16,50000,Antiinflamatorio no esteroideo para el tratamiento del dolor leve y fiebre.
P00775,Omeprazol,2028-04-30,40000,Inhibidor de la bomba de protones usado para tratar problemas gástricos.
P00776,Salbutamol,2027-02-17,50000,Broncodilatador usado para tratar el asma.
P00777,Metformina,2027-06-12,7000,Medicamento para la diabetes tipo 2.
P00778,Metformina,2026-03-22,30000,Medicamento para la diabetes tipo 2.
P00779,Dolex,2027-02-10,15000,Marca comercial de acetaminofén usada para aliviar el dolor.
P00780,Loratadina,2026-01-27,4000,Antihistamínico para tratar alergias.
P00781,Ibuprofeno,2027-07-12,3000,Antiinflamatorio no esteroideo para el tratamiento del dolor leve y fiebre.
P00782,Losartán,2026-11-04,20000,Usado para tratar la presión arterial alta.
P00783,Losartán,2027-04-06,2500,Usado para tratar la presión arterial alta.
P00784,Loratadina,2026-12-24,3500,Antihistamínico para tratar alergias.
P00785,Ibuprofeno,2028-04-08,9000,Antiinflamatorio no esteroideo para el tratamiento del dolor leve y fiebre.
P00786,Loratadina,2026-04-15,12000,Antihistamínico para tratar alergias.
P00787,Simvastatina,2026-12-06,45000,Reduce el colesterol y triglicéridos.
P00788,Amoxicilina,2026-01-11,3000,Antibiótico usado para tratar infecciones bacterianas.
P00789,Losartán,2026-02-15,25000,Usado para tratar la presión arterial alta.
P00790,Amoxicilina,2027-09-05,50000,Antibiótico usado para tratar infecciones bacterianas.
P00791,Losartán,2026-06-13,30000,Usado para tratar la presión arterial alta.
P00792,Metformina,2028-05-06,12000,Medicamento para la diabetes tipo 2.
P00793,Acetaminofén,2027-04-05,4500,Analgésico y antipirético usado para aliviar el dolor y reducir la fiebre.
P00794,Omeprazol,2027-01-01,40000,Inhibidor de la bomba de protones usado para tratar problemas gástricos.
P00795,Losartán,2028-03-27,50000,Usado para tratar la presión arterial alta.
P00796,Acetaminofén,2027-11-01,15000,Analgésico y antipirético usado para aliviar el dolor y reducir la fiebre.
P00797,Dolex,2027-03-12,10000,Marca comercial de acetaminofén usada para aliviar el dolor.
P00798,Losartán,2027-01-06,4500,Usado para tratar la presión arterial alta.
P00799,Metformina,2027-05-30,3000,Medicamento para la diabetes tipo 2.
P00800,Dolex,2026-01-03,12000,Marca comercial de acetaminofén usada para aliviar el dolor.
P00801,Ibuprofeno,2026-10-07,30000,Antiinflamatorio no esteroideo para el tratamiento del dolor leve y fiebre.
P00802,Dolex,2026-07-29,40000,Marca comercial de acetaminofén usada para aliviar el dolor.
P00803,Losartán,2026-10-10,9000,Usado para tratar la presión arterial alta.
P00804,Loratadina,2026-08-25,35000,Antihistamínico para tratar alergias.
P00805,Amoxicilina,2026-05-02,12000,Antibiótico usado para tratar infecciones bacterianas.
P00806,Loratadina,2025-08-27,40000,Antihistamínico para tratar alergias.
P00807,Omeprazol,2028-02-19,20000,Inhibidor de la bomba de protones usado para tratar problemas gástricos.
P00808,Salbutamol,2027-09-27,4500,Broncodilatador usado para tratar el asma.
P00809,Omeprazol,2026-12-27,25000,Inhibidor de la bomba de protones usado para tratar problemas gástricos.
P00810,Simvastatina,2025-12-09,5000,Reduce el colesterol y triglicéridos.
P00811,Omeprazol,2026-03-01,4000,Inhibidor de la bomba de protones usado para tratar problemas gástricos.
P00812,Loratadina,2027-07-30,7000,Antihistamínico para tratar alergias.
P00813,Dolex,2027-02-05,4500,Marca comercial de acetaminofén usada para aliviar el dolor.
P00814,Omeprazol,2026-08-16,3500,Inhibidor de la bomba de protones usado para tratar problemas gástricos.
P00815,Losartán,2028-04-25,8000,Usado para tratar la presión arterial alta.
P00816,Acetaminofén,2027-11-25,18000,Analgésico y antipirético usado para aliviar el dolor y reducir la fiebre.
P00817,Loratadina,2026-05-13,6000,Antihistamínico para tratar alergias.
P00818,Salbutamol,2027-06-09,12000,Broncodilatador usado para tratar el asma.
P00819,Amoxicilina,2027-09-03,5000,Antibiótico usado para tratar infecciones bacterianas.
P00820,Simvastatina,2026-01-29,12000,Reduce el colesterol y triglicéridos.
P00821,Dolex,2027-05-20,40000,Marca comercial de acetaminofén usada para aliviar el dolor.
P00822,Ibuprofeno,2026-03-31,3000,Antiinflamatorio no esteroideo para el tratamiento del dolor leve y fiebre.
P00823,Ibuprofeno,2028-05-14,4500,Antiinflamatorio no esteroideo para el tratamiento del dolor leve y fiebre.
P00824,Omeprazol,2027-06-21,6000,Inhibidor de la bomba de protones usado para tratar problemas gástricos.
P00825,Dolex,2026-01-08,12000,Marca comercial de acetaminofén usada para aliviar el dolor.
P00826,Loratadina,2026-12-15,3000,Antihistamínico para tratar alergias.
P00827,Omeprazol,2028-05-03,3000,Inhibidor de la bomba de protones usado para tratar problemas gástricos.
P00828,Dolex,2025-07-14,35000,Marca comercial de acetaminofén usada para aliviar el dolor.
P00829,Simvastatina,2028-04-06,50000,Reduce el colesterol y triglicéridos.
P00830,Simvastatina,2028-03-22,6000,Reduce el colesterol y triglicéridos.
P00831,Dolex,2026-09-11,7000,Marca comercial de acetaminofén usada para aliviar el dolor.
P00832,Ibuprofeno,2027-12-26,6000,Antiinflamatorio no esteroideo para el tratamiento del dolor leve y fiebre.
P00833,Dolex,2027-12-03,6000,Marca comercial de acetaminofén usada para aliviar el dolor.
P00834,Losartán,2026-02-06,15000,Usado para tratar la presión arterial alta.
P00835,Losartán,2027-10-16,3500,Usado para tratar la presión arterial alta.
P00836,Amoxicilina,2026-05-03,45000,Antibiótico usado para tratar infecciones bacterianas.
P00837,Losartán,2027-05-05,6000,Usado para tratar la presión arterial alta.
P00838,Acetaminofén,2027-06-02,8000,Analgésico y antipirético usado para aliviar el dolor y reducir la fiebre.
P00839,Losartán,2028-05-14,7000,Usado para tratar la presión arterial alta.
P00840,Salbutamol,2025-12-26,5000,Broncodilatador usado para tratar el asma.
P00841,Acetaminofén,2026-05-20,2500,Analgésico y antipirético usado para aliviar el dolor y reducir la fiebre.
P00842,Dolex,2026-02-17,35000,Marca comercial de acetaminofén usada para aliviar el dolor.
P00843,Loratadina,2026-10-20,20000,Antihistamínico para tratar alergias.
P00844,Metformina,2025-08-09,40000,Medicamento para la diabetes tipo 2.
P00845,Metformina,2026-02-27,25000,Medicamento para la diabetes tipo 2.
P00846,Metformina,2026-12-04,7000,Medicamento para la diabetes tipo 2.
P00847,Losartán,2026-09-14,9000,Usado para tratar la presión arterial alta.
P00848,Dolex,2027-05-07,40000,Marca comercial de acetaminofén usada para aliviar el dolor.
P00849,Losartán,2026-08-12,50000,Usado para tratar la presión arterial alta.
P00850,Salbutamol,2027-09-06,8000,Broncodilatador usado para tratar el asma.
P00851,Dolex,2026-03-11,35000,Marca comercial de acetaminofén usada para aliviar el dolor.
P00852,Salbutamol,2027-09-09,7000,Broncodilatador usado para tratar el asma.
P00853,Omeprazol,2028-02-27,6000,Inhibidor de la bomba de protones usado para tratar problemas gástricos.
P00854,Acetaminofén,2027-02-20,7000,Analgésico y antipirético usado para aliviar el dolor y reducir la fiebre.
P00855,Metformina,2026-11-10,10000,Medicamento para la diabetes tipo 2.
P00856,Simvastatina,2026-10-06,50000,Reduce el colesterol y triglicéridos.
P00857,Amoxicilina,2026-09-08,18000,Antibiótico usado para tratar infecciones bacterianas.
P00858,Ibuprofeno,2026-01-22,18000,Antiinflamatorio no esteroideo para el tratamiento del dolor leve y fiebre.
P00859,Metformina,2027-01-19,5000,Medicamento para la diabetes tipo 2.
P00860,Salbutamol,2026-10-27,7000,Broncodilatador usado para tratar el asma.
P00861,Metformina,2025-09-10,8000,Medicamento para la diabetes tipo 2.
P00862,Dolex,2028-04-30,6000,Marca comercial de acetaminofén usada para aliviar el dolor.
P00863,Metformina,2028-04-26,50000,Medicamento para la diabetes tipo 2.
P00864,Salbutamol,2025-07-08,15000,Broncodilatador usado para tratar el asma.
P00865,Dolex,2028-01-17,9000,Marca comercial de acetaminofén usada para aliviar el dolor.
P00866,Omeprazol,2026-06-28,6000,Inhibidor de la bomba de protones usado para tratar problemas gástricos.
P00867,Amoxicilina,2027-04-04,10000,Antibiótico usado para tratar infecciones bacterianas.
P00868,Amoxicilina,2026-10-20,40000,Antibiótico usado para tratar infecciones bacterianas.
P00869,Dolex,2027-11-20,50000,Marca comercial de acetaminofén usada para aliviar el dolor.
P00870,Dolex,2025-12-13,25000,Marca comercial de acetaminofén usada para aliviar el dolor.
P00871,Simvastatina,2026-07-26,7000,Reduce el colesterol y triglicéridos.
P00872,Acetaminofén,2027-06-08,6000,Analgésico y antipirético usado para aliviar el dolor y reducir la fiebre.
P00873,Metformina,2026-04-22,10000,Medicamento para la diabetes tipo 2.
P00874,Salbutamol,2026-02-11,7000,Broncodilatador usado para tratar el asma.
P00875,Omeprazol,2025-06-29,20000,Inhibidor de la bomba de protones usado para tratar problemas gástricos.
P00876,Salbutamol,2028-03-08,8000,Broncodilatador usado para tratar el asma.
P00877,Salbutamol,2028-01-09,40000,Broncodilatador usado para tratar el asma.
P00878,Losartán,2026-08-27,40000,Usado para tratar la presión arterial alta.
P00879,Loratadina,2026-09-13,7000,Antihistamínico para tratar alergias.
P00880,Loratadina,2027-08-03,10000,Antihistamínico para tratar alergias.
P00881,Ibuprofeno,2028-02-13,6000,Antiinflamatorio no esteroideo para el tratamiento del dolor leve y fiebre.
P00882,Losartán,2027-01-20,50000,Usado para tratar la presión arterial alta.
P00883,Salbutamol,2027-02-04,6000,Broncodilatador usado para tratar el asma.
P00884,Omeprazol,2026-05-04,50000,Inhibidor de la bomba de protones usado para tratar problemas gástricos.
P00885,Simvastatina,2026-08-02,6000,Reduce el colesterol y triglicéridos.
P00886,Metformina,2026-07-06,8000,Medicamento para la diabetes tipo 2.
P00887,Ibuprofeno,2027-01-13,45000,Antiinflamatorio no esteroideo para el tratamiento del dolor leve y fiebre.
P00888,Metformina,2026-04-21,2500,Medicamento para la diabetes tipo 2.
P00889,Losartán,2026-05-03,8000,Usado para tratar la presión arterial alta.
P00890,Salbutamol,2026-02-27,9000,Broncodilatador usado para tratar el asma.
P00891,Metformina,2026-10-05,30000,Medicamento para la diabetes tipo 2.
P00892,Amoxicilina,2026-11-14,25000,Antibiótico usado para tratar infecciones bacterianas.
P00893,Loratadina,2027-12-22,15000,Antihistamínico para tratar alergias.
P00894,Amoxicilina,2027-09-12,4000,Antibiótico usado para tratar infecciones bacterianas.
P00895,Amoxicilina,2026-09-30,7000,Antibiótico usado para tratar infecciones bacterianas.
P00896,Metformina,2028-01-16,12000,Medicamento para la diabetes tipo 2.
P00897,Metformina,2025-07-21,35000,Medicamento para la diabetes tipo 2.
P00898,Acetaminofén,2025-12-13,9000,Analgésico y antipirético usado para aliviar el dolor y reducir la fiebre.
P00899,Losartán,2027-01-17,25000,Usado para tratar la presión arterial alta.
P00900,Amoxicilina,2025-07-13,30000,Antibiótico usado para tratar infecciones bacterianas.
P00901,Ibuprofeno,2026-04-02,8000,Antiinflamatorio no esteroideo para el tratamiento del dolor leve y fiebre.
P00902,Metformina,2026-11-12,3000,Medicamento para la diabetes tipo 2.
P00903,Dolex,2026-01-21,15000,Marca comercial de acetaminofén usada para aliviar el dolor.
P00904,Salbutamol,2026-01-11,3500,Broncodilatador usado para tratar el asma.
P00905,Simvastatina,2026-03-26,15000,Reduce el colesterol y triglicéridos.
P00906,Acetaminofén,2028-04-29,3000,Analgésico y antipirético usado para aliviar el dolor y reducir la fiebre.
P00907,Loratadina,2026-08-11,15000,Antihistamínico para tratar alergias.
P00908,Amoxicilina,2027-11-17,20000,Antibiótico usado para tratar infecciones bacterianas.
P00909,Amoxicilina,2026-12-19,30000,Antibiótico usado para tratar infecciones bacterianas.
P00910,Omeprazol,2027-04-08,25000,Inhibidor de la bomba de protones usado para tratar problemas gástricos.
P00911,Salbutamol,2025-11-26,30000,Broncodilatador usado para tratar el asma.
P00912,Loratadina,2026-12-29,4500,Antihistamínico para tratar alergias.
P00913,Losartán,2028-04-12,5000,Usado para tratar la presión arterial alta.
P00914,Metformina,2026-11-05,12000,Medicamento para la diabetes tipo 2.
P00915,Amoxicilina,2028-04-02,40000,Antibiótico usado para tratar infecciones bacterianas.
P00916,Omeprazol,2027-04-30,12000,Inhibidor de la bomba de protones usado para tratar problemas gástricos.
P00917,Losartán,2027-01-17,7000,Usado para tratar la presión arterial alta.
P00918,Acetaminofén,2028-01-23,5000,Analgésico y antipirético usado para aliviar el dolor y reducir la fiebre.
P00919,Omeprazol,2027-11-30,2500,Inhibidor de la bomba de protones usado para tratar problemas gástricos.
P00920,Losartán,2028-01-24,4500,Usado para tratar la presión arterial alta.
P00921,Loratadina,2027-01-28,6000,Antihistamínico para tratar alergias.
P00922,Amoxicilina,2025-12-30,3500,Antibiótico usado para tratar infecciones bacterianas.
P00923,Dolex,2026-09-07,20000,Marca comercial de acetaminofén usada para aliviar el dolor.
P00924,Metformina,2025-12-19,40000,Medicamento para la diabetes tipo 2.
P00925,Dolex,2028-04-29,30000,Marca comercial de acetaminofén usada para aliviar el dolor.
P00926,Omeprazol,2027-10-23,18000,Inhibidor de la bomba de protones usado para tratar problemas gástricos.
P00927,Amoxicilina,2025-09-12,7000,Antibiótico usado para tratar infecciones bacterianas.
P00928,Loratadina,2025-12-13,15000,Antihistamínico para tratar alergias.
P00929,Omeprazol,2028-01-06,10000,Inhibidor de la bomba de protones usado para tratar problemas gástricos.
P00930,Salbutamol,2025-11-07,40000,Broncodilatador usado para tratar el asma.
P00931,Loratadina,2026-05-22,2500,Antihistamínico para tratar alergias.
P00932,Acetaminofén,2027-11-25,30000,Analgésico y antipirético usado para aliviar el dolor y reducir la fiebre.
P00933,Amoxicilina,2027-09-24,4000,Antibiótico usado para tratar infecciones bacterianas.
P00934,Losartán,2026-08-06,2500,Usado para tratar la presión arterial alta.
P00935,Loratadina,2026-06-04,18000,Antihistamínico para tratar alergias.
P00936,Acetaminofén,2025-08-19,35000,Analgésico y antipirético usado para aliviar el dolor y reducir la fiebre.
P00937,Omeprazol,2026-07-09,3500,Inhibidor de la bomba de protones usado para tratar problemas gástricos.
P00938,Metformina,2026-10-22,50000,Medicamento para la diabetes tipo 2.
P00939,Dolex,2025-10-31,4500,Marca comercial de acetaminofén usada para aliviar el dolor.
P00940,Ibuprofeno,2027-07-15,5000,Antiinflamatorio no esteroideo para el tratamiento del dolor leve y fiebre.
P00941,Ibuprofeno,2027-11-29,6000,Antiinflamatorio no esteroideo para el tratamiento del dolor leve y fiebre.
P00942,Dolex,2027-05-23,12000,Marca comercial de acetaminofén usada para aliviar el dolor.
P00943,Loratadina,2025-11-11,6000,Antihistamínico para tratar alergias.
P00944,Ibuprofeno,2027-04-22,40000,Antiinflamatorio no esteroideo para el tratamiento del dolor leve y fiebre.
P00945,Omeprazol,2026-02-16,15000,Inhibidor de la bomba de protones usado para tratar problemas gástricos.
P00946,Simvastatina,2026-01-26,8000,Reduce el colesterol y triglicéridos.
P00947,Omeprazol,2027-07-23,3000,Inhibidor de la bomba de protones usado para tratar problemas gástricos.
P00948,Metformina,2025-06-28,18000,Medicamento para la diabetes tipo 2.
P00949,Salbutamol,2027-10-05,45000,Broncodilatador usado para tratar el asma.
P00950,Acetaminofén,2025-12-19,18000,Analgésico y antipirético usado para aliviar el dolor y reducir la fiebre.
P00951,Losartán,2027-03-25,12000,Usado para tratar la presión arterial alta.
P00952,Loratadina,2025-08-28,45000,Antihistamínico para tratar alergias.
P00953,Omeprazol,2025-08-12,9000,Inhibidor de la bomba de protones usado para tratar problemas gástricos.
P00954,Loratadina,2026-01-18,4000,Antihistamínico para tratar alergias.
P00955,Omeprazol,2025-09-14,12000,Inhibidor de la bomba de protones usado para tratar problemas gástricos.
P00956,Omeprazol,2027-07-14,4000,Inhibidor de la bomba de protones usado para tratar problemas gástricos.
P00957,Ibuprofeno,2027-03-02,3000,Antiinflamatorio no esteroideo para el tratamiento del dolor leve y fiebre.
P00958,Simvastatina,2026-01-24,12000,Reduce el colesterol y triglicéridos.
P00959,Omeprazol,2026-08-10,3000,Inhibidor de la bomba de protones usado para tratar problemas gástricos.
P00960,Dolex,2026-08-24,15000,Marca comercial de acetaminofén usada para aliviar el dolor.
P00961,Acetaminofén,2026-12-15,9000,Analgésico y antipirético usado para aliviar el dolor y reducir la fiebre.
